 Source Port, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,target
443,5589,6,9358877,817.2989131,3.098662372,334245.6071,447066.7146,1879404,37,547584.2353,538764.5036,1929554,58,910653.1,553829.2284,2029500,157633,0,0,0,0,0,0,0,0,0
40273,40004,17,245898,817.4120977,8.133453708,245898,0,245898,245898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45184,443,6,9951567,817.5596868,8.340395035,121360.5732,512079.9668,4408805,21,297608.3333,827567.4479,4573282,47,204613.125,688328.821,4539197,21,0,0,0,0,0,0,0,0,0
48835,58139,6,8015070,817.5848745,13.10032227,77067.98077,111834.8526,459581,77,125082.9683,189829.5987,781467,77,194860.375,97292.74074,459581,3442,0,0,0,0,0,0,0,0,0
37817,465,6,3208105,817.6166304,9.663025369,106936.8333,161614.9197,776195,16,246774.5385,275470.1731,956716,509,191675.5,191301.0598,776195,50,0,0,0,0,0,0,0,0,0
49539,40033,17,440237,817.741353,13.62902255,88047.4,59182.73099,129734,717,155604,36862.89072,181670,129538,155708,35718.79194,180965,130451,0,0,0,0,0,0,0,0,0
51936,443,6,129609,817.8444398,30.86205433,43203,74736.26062,129501,47,0,0,0,0,54,9.899494937,61,47,0,0,0,0,0,0,0,0,0
37826,465,6,3229519,818.0784817,10.8375272,94985.85294,147527.5665,714558,26,192854.625,251743.751,857232,471,180596.9412,180596.1582,714558,26,0,0,0,0,0,0,0,0,0
46711,443,6,7513265,818.419156,3.726741969,278269.0741,1404408.222,7305069,3,680667.3636,2205704.475,7330444,3,499199.4,1889892.877,7330407,18,107507,0,107507,107507,7305069,0,7305069,7305069,0
50614,4511,6,9985948,818.9507896,4328.882946,231.0118213,6578.689339,671168,2,67413.7234,308325.1759,2693879,1284,231.7728212,6589.508419,671168,2,0,0,0,0,0,0,0,0,0
443,60098,6,9755919,818.9899896,4.40758067,232283.7857,795699.0924,4925682,9,443449.7727,1071270.322,4925697,21,513358.7895,1148000.179,4925706,27,0,0,0,0,0,0,0,0,0
61009,64683,17,222158,819.2367594,9.002601752,222158,0,222158,222158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52204,443,6,129332,819.5960783,38.66019237,32333,64070.41846,128438,19,129043,0,129043,129043,447,196.5756852,586,308,0,0,0,0,0,0,0,0,0
42049,443,6,9982522,819.7327289,4.708229043,217011.3478,980360.9713,5809895,2,554584.5556,1541031.502,5835075,2,369309.5926,1274207.921,5835054,2,3651239,0,3651239,3651239,5809895,0,5809895,5809895,0
46711,443,6,7697874,820.3563737,3.637367928,285106.4444,1440682.187,7493440,2,697497.0909,2262562.858,7518751,2,511497.7333,1938580.633,7518727,9,106664,0,106664,106664,7493440,0,7493440,7493440,0
61009,64683,17,221831,820.4443924,9.015872443,221831,0,221831,221831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42903,465,6,2659457,820.4682384,12.03253145,85788.93548,212163.2531,975641,50,236743.8182,316085.641,985529,697,137298.8947,260123.577,975641,50,0,0,0,0,0,0,0,0,0
46711,443,6,7536309,821.224289,3.715346597,279122.5556,1396315.742,7264816,6,682821.6364,2191922.788,7290286,6,500723.5333,1878512.349,7290217,16,162552,0,162552,162552,7264816,0,7264816,7264816,0
58139,43020,6,597834,821.2982199,11.70893593,99639,108396.1644,278773,22,199270.6667,71354.64045,278773,140784,159400.5,28870.46277,179815,138986,0,0,0,0,0,0,0,0,0
43731,443,6,7200406,821.4814554,2.499859036,423553.2941,1071913.492,4345863,53,900050.75,1463016.701,4345920,380,900031.5,1462216.204,4345920,275,0,0,0,0,0,0,0,0,1
40273,40019,17,248316,821.533852,8.054253451,248316,0,248316,248316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49462,443,6,5817689,822.319653,3.094012073,342217,1297297.643,5372676,15,581768.9,1684788.625,5372676,16,45055.16667,67473.27278,133334,72,444997,0,444997,444997,5372676,0,5372676,5372676,0
55553,443,6,9939487,822.3764466,4.024352565,254858.641,1459420.893,9131211,7,521807.6842,2092195.991,9156996,9,514437.4211,2093485.431,9156260,8,290998,0,290998,290998,9131211,0,9131211,9131211,0
37842,465,6,3215407,822.6019288,10.26308645,100481.4688,155219.85,745711,28,219528,270832.4354,918095,238,180741.1176,188439.7771,745711,28,0,0,0,0,0,0,0,0,0
443,47699,6,7080353,822.8403301,7.203030696,141607.06,885013.2584,6265424,2,252869.75,1193037.058,6330757,4,334055.2857,1361313.9,6265424,6,39721,0,39721,39721,6265424,0,6265424,6265424,0
42513,443,6,9996421,823.0945856,2.300823465,454382.7727,1969046.63,9265171,8,833035.0833,2656667.333,9265266,27,1087119.222,3069894.199,9265179,22,309935,0,309935,309935,9265171,0,9265171,9265171,0
52153,443,6,128755,823.2689993,31.06675469,42918.33333,74122.85283,128508,60,0,0,0,0,123.5,89.80256121,187,60,0,0,0,0,0,0,0,0,0
42901,465,6,2662543,823.6486697,12.01858524,85888.48387,216634.7572,1002492,40,237435.6364,323172.9863,1005944,877,135744,266624.03,1002492,925,0,0,0,0,0,0,0,0,0
45184,443,6,7982134,823.9651201,8.769584675,115683.1014,468203.2474,3764406,19,291090.9259,763658.0106,3887741,50,191586.0976,628023.9127,3890234,19,0,0,0,0,0,0,0,0,0
49539,30582,17,50947,824.3861268,39.25648223,50947,0,50947,50947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49539,7124,17,1349700,824.627695,3.704526932,337425,515756.9191,1089161,565,545268.5,770327.0772,1089972,565,1348324,0,1348324,1348324,0,0,0,0,0,0,0,0,0
443,47699,6,7948596,824.6739424,8.051736432,126168.1905,762427.0168,5967314,12,220794.3333,1012055.237,6008352,12,301633.4615,1179166.537,5967347,22,41038,0,41038,41038,5967314,0,5967314,5967314,0
41071,443,6,7172388,824.6904657,2.50962441,421905.1765,1140495.09,4618470,37,896548.5,1594279.228,4657204,1171,891690.125,1580537.172,4618470,1358,0,0,0,0,0,0,0,0,1
54453,443,6,3914015,824.9840637,2.554921225,434890.5556,1115572.215,3401370,37,978503.75,1615416.058,3401408,155127,978449,1615461.845,3401421,154898,0,0,0,0,0,0,0,0,1
54420,443,6,9763330,825.3331599,2.560601762,406805.4167,1070097.605,5205838,17,751025.3846,1383775.106,5205838,75,455720.2,354844.1403,1200894,81,75,0,75,75,5205838,0,5205838,5205838,1
42741,443,6,9902455,825.4518703,7.27092423,139471.1972,858848.9967,7178934,15,340593.4138,1333233.943,7178934,17,241522.1707,1129990.89,7204605,15,167421,0,167421,167421,7178934,0,7178934,7178934,0
34251,443,6,3325236,825.5053175,2.706574812,415654.5,726698.7443,2172082,28,831309,925768.3814,2172082,201499,1032834.333,1349617.109,2590050,201540,0,0,0,0,0,0,0,0,0
51920,443,6,128394,825.58375,31.15410377,42798,74042.57456,128295,40,0,0,0,0,49.5,13.43502884,59,40,0,0,0,0,0,0,0,0,0
42322,5619,6,7999182,825.7094288,5.500562433,186027.4884,623987.7171,3539250,10,361370.9545,844738.2502,3539250,12,399892.05,899856.8438,3603662,44,0,0,0,0,0,0,0,0,0
42322,5619,6,7999155,825.7122159,5.500580999,186026.8605,624150.5033,3539258,0,361349.9545,844637.9864,3539258,70,399884.15,899673.5763,3602571,0,0,0,0,0,0,0,0,0,0
40273,40019,17,247030,825.8106303,8.09618265,247030,0,247030,247030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46711,443,6,7482923,826.0141124,3.608215667,287804.7308,1427859.267,7288098,1,677952.6364,2200940.994,7313474,1,532651.2857,1951748.674,7313530,7,95776,0,95776,95776,7288098,0,7288098,7288098,0
34924,443,6,128318,826.0727256,38.9656946,32079.5,64040.34148,128140,21,128261,0,128261,128261,89,15.55634919,100,78,0,0,0,0,0,0,0,0,0
40414,443,6,5188116,826.1187684,2.312978353,471646.9091,1124461.792,3798073,37,1037623.2,1557918.535,3798073,128695,1037583.8,1558094.081,3798388,128713,0,0,0,0,0,0,0,0,1
46711,443,6,7543689,826.1210132,3.711711869,279395.8889,1410486.058,7336610,3,683486.4545,2215157.182,7361771,3,501227.1333,1898061.604,7361966,8,103906,0,103906,103906,7336610,0,7336610,7336610,0
37847,465,6,3202603,826.5151816,9.679626229,106753.4333,174723.6766,834452,50,254876.25,306099.7064,1004870,798,179982.8235,205847.3471,834452,50,0,0,0,0,0,0,0,0,0
39536,993,6,1220686,826.584396,27.85319075,36990.48485,76887.50499,391619,25,87191.85714,103687.825,392548,498,67760.11111,96939.41374,391619,768,0,0,0,0,0,0,0,0,0
40273,40004,17,244378,826.5883181,8.184042753,244378,0,244378,244378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54269,443,6,9041784,826.82798,3.870917509,265934.8235,585246.0917,3422290,25,502321.3333,765962.8197,3422290,31,579082.3333,915914.2923,3728749,234,0,0,0,0,0,0,0,0,0
34328,443,6,3248374,826.8752305,2.462770605,464053.4286,1055938.648,2847019,32,1082791.333,1529804.604,2847071,124559,1082701.333,1529857.548,2847051,124587,0,0,0,0,0,0,0,0,1
49539,40033,17,1625557,827.4086974,8.612432539,125042.8462,165603.1424,549773,19,233925.3333,311058.7689,771377,22,233992.1667,310023.9731,768806,19,0,0,0,0,0,0,0,0,0
56673,24011,6,9970329,827.5554397,8.926485776,113299.1932,143020.9846,513509,14,199406.58,233363.8693,882751,42,266544.1081,228051.3777,886394,33,0,0,0,0,0,0,0,0,0
58167,443,6,8492505,827.7887384,2.826021298,369239.3478,653852.8761,2421527,40,772045.9091,773672.3367,2421527,18850,772024.4545,773821.1133,2421744,18596,0,0,0,0,0,0,0,0,1
63681,53,17,4993286,827.9117199,11.21505958,90787.01818,358783.3138,2632019,30,183370.2222,522631.8507,2703010,30,183968.7778,509645.2756,2657721,32,0,0,0,0,0,0,0,0,0
48860,23528,6,9944493,828.3981898,10.759724,93815.9717,137788.502,601260,10,174464.7895,202265.5382,797357,35,197400.4792,221752.2334,947819,79,0,0,0,0,0,0,0,0,0
54453,443,6,1965353,828.8587343,3.052886682,393070.6,632194.5954,1469667,142,982676.5,688909.3882,1469809,495544,982493.5,741536.5175,1506839,458148,0,0,0,0,0,0,0,0,1
40273,40001,17,254561,828.8779507,7.85666304,254561,0,254561,254561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45788,443,6,9790584,828.9597434,2.859890687,362614.2222,719051.8831,2763820,27,753121.8462,896682.5829,2763872,1640,753097.5385,903330.202,2763853,1901,0,0,0,0,0,0,0,0,1
443,61417,17,5359900,829.3065169,2.61198903,412300,1228569.978,4471894,40,889051.3333,1780010.069,4497035,40,889273.3333,1779318.151,4496771,98,0,0,0,0,0,0,0,0,0
41071,443,6,4582280,829.499725,2.837015634,381856.6667,1087857.769,3812955,42,916422.4,1627625.538,3813147,817,763647.8333,1501971.18,3813821,1051,0,0,0,0,0,0,0,0,1
57926,443,6,9783708,829.6445479,6.030433451,168684.6207,819169.5452,5396041,19,391348.32,1246093.276,5397191,51,305729.625,1091399.447,5396326,19,149148,0,149148,149148,5396041,0,5396041,5396041,0
49539,32620,17,53031,829.703381,37.71379005,53031,0,53031,53031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58167,443,6,9707199,830.1055742,2.57540821,404466.625,828698.5694,3595081,23,808933.25,1038797.058,3595081,44,882454.9091,1056412.541,3595615,93,0,0,0,0,0,0,0,0,1
443,5589,6,8482127,830.8057637,3.065268888,339285.08,703519.6929,3435475,36,602203.8571,918153.6052,3485734,42,825218.6,993232.5354,3435553,523,0,0,0,0,0,0,0,0,0
55676,443,6,37303,831.0323566,107.2299815,12434.33333,21485.81137,37244,9,37294,0,37294,37294,59,0,59,59,0,0,0,0,0,0,0,0,0
34251,443,6,3341365,831.0974706,2.693509988,417670.625,779041.8381,2315030,34,835341.25,1003312.546,2315030,165046,1037762.333,1464630.036,2728917,180435,0,0,0,0,0,0,0,0,0
45185,443,6,127523,831.222603,31.36689068,42507.66667,72035.7425,125681,29,0,0,0,0,921,1261.478498,1813,29,0,0,0,0,0,0,0,0,0
15685,24011,17,8868567,831.7014462,3.946522589,260840.2059,1308066.059,7636358,51,270056.3438,1348745.658,7636358,51,7875845,0,7875845,7875845,1005445,0,1005445,1005445,7636358,0,7636358,7636358,0
54420,443,6,8417260,831.7433464,2.613677135,400821.9048,879183.1117,3828878,41,841726,1142673.839,3829008,397,841658.6,1142819.218,3829311,288,0,0,0,0,0,0,0,0,1
55665,443,6,37260,831.9914117,107.3537305,12420,21480.89935,37224,3,37257,0,37257,37257,36,0,36,36,0,0,0,0,0,0,0,0,0
57926,443,6,5883261,832.0215608,8.328714296,122567.9375,644321.4169,4456270,20,309645.3158,1011986.922,4457155,92,210053.7143,839172.64,4456674,20,0,0,0,0,0,0,0,0,0
48847,443,6,4533421,832.0427333,2.647007635,412129.1818,1072327.925,3612519,40,906684.2,1521275.748,3612519,19045,906645.6,1521448.84,3612776,18676,0,0,0,0,0,0,0,0,1
49478,443,6,37253,832.1477465,107.3739028,12417.66667,21485.51524,37227,3,37250,0,37250,37250,26,0,26,26,0,0,0,0,0,0,0,0,0
61009,64683,17,218696,832.2054359,9.14511468,218696,0,218696,218696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43731,443,6,9612632,832.2382465,2.080595616,505928,1183647.35,4803432,38,961263.2,1522948.823,4803493,47,1056018,1701693.471,4843376,2817,0,0,0,0,0,0,0,0,1
37860,465,6,3177877,832.3166693,9.754940169,105929.2333,175817.3014,842927,35,252626.75,302559.3545,998139,433,178590.5882,206962.0654,842927,35,0,0,0,0,0,0,0,0,0
5490,465,6,37238,832.4829475,80.56286589,18619,26148.80877,37109,129,18619,26148.80877,37109,129,0,0,0,0,0,0,0,0,0,0,0,0,0
62710,53,17,966780,832.6609984,10.34361489,107420,243999.8067,748578,27,193942.25,387518.5529,775220,27,234998.25,396241.4781,823696,175,0,0,0,0,0,0,0,0,0
34925,443,6,127201,833.326782,39.30786708,31800.25,63360.60663,126841,20,127144,0,127144,127144,180,145.6639969,283,77,0,0,0,0,0,0,0,0,0
49539,64982,17,52799,833.3491165,37.87950529,52799,0,52799,52799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42049,443,6,9993438,833.4469079,4.302823513,237939,1167957.929,7373263,5,555191,1769917.561,7398435,12,434469.4783,1573152.656,7398433,5,2177845,0,2177845,2177845,7373263,0,7373263,7373263,0
46711,443,6,9979220,833.5320797,4.80999517,212323.8298,1127022.773,7681398,4,498961,1717728.594,7706690,4,339872.5385,1505400.386,7706630,11,75569,0,75569,75569,7681398,0,7681398,7681398,0
443,47699,6,7429859,834.8745245,6.595010753,154788.7292,986927.846,6848691,6,285763.8077,1352035.689,6913417,8,350731.7619,1489327.706,6848691,14,39021,0,39021,39021,6848691,0,6848691,6848691,0
110,47257,6,8959011,835.5833027,2.455628194,426619.5714,1362168.146,6092759,15,811004.9091,1836199.138,6093327,83,995348.6667,2001937.055,6092759,57,583259,0,583259,583259,6092759,0,6092759,6092759,1
443,47699,6,9311962,835.6992866,6.87288028,147808.9206,884902.1101,6857700,10,258665.6111,1172786.407,6896294,10,354149.8846,1367681.109,6857740,16,38594,0,38594,38594,6857700,0,6857700,6857700,0
64296,53,17,130366,836.1075741,15.34142338,130366,0,130366,130366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43731,443,6,6493080,836.2749265,3.080202308,341741.0526,835355.4254,3321612,53,649271.3,1084949.807,3321612,53,811329.5,1194117.935,3361757,3034,0,0,0,0,0,0,0,0,1
443,57866,6,7368294,836.5572818,4.071498776,254079.1034,777969.6833,3601900,8,526305,1075096.118,3601996,21,523485.7857,1111517.494,3601976,27,0,0,0,0,0,0,0,0,0
40273,40017,17,255798,836.5976278,7.818669419,255798,0,255798,255798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40273,40019,17,244988,836.7756788,8.163665159,244988,0,244988,244988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
